id	title	description	product_type	google_product_category	link	adwords_redirect	adwords_grouping	adwords_labels	image_link	additional_image_link	condition	availability	price	brand	mpn	color	material	shipping	shipping_weight	online_only	c:GoogleAffiliateNetworkPublish:boolean	c:GoogleAffiliateNetworkProductURL:url	c:vehicle_year:string	c:vehicle_make:string	c:vehicle_model:string	c:vehicle_submodel:string	c:part_name:string	c:vehicle_engine:string	c:product_category:string	c:product_location:string	c:product_notes:string	c:product_catalog_type:string	c:product_name:string	c:product_name1:string	c:warranty_notes:string	custom_label_0	custom_label_1	custom_label_2	custom_label_3	Fit_Note	Year_Min	Year_Max	Brand_Type	Design	Series	Operation	Part_Name	Product_Fit	SKU	Emissions	Sales	c:cost_of_goods_sold:decimal	Title LP	Product Details	Old ID	Category	Subcategory	Extra Shipping Charge	Est Cost	Variable Cost	Shipping Cost	SKU Title
3dCarbon+3DC691109	Buy Your 3dcarbon Fender Vents Urethane White 691109	3dCarbon 691109 car 3dCarbon. Fender Vents. New direct fit urethane white, 3D CARBON FENDER VENTS, URETHANE, SET OF 2 -- Includes a cutting template; With powdercoated black mesh grille; Made of flexible, high pressure injected urethane; Requires cutting, prepping, priming, and painting prior to installation.	Ford > F-150 > 2011 > 3DC691109	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior	http://www.carparts.com/details/3dCarbon/Fender_Vents/3DC691109.html	http://www.carparts.com/details/3dCarbon/Fender_Vents/3DC691109.html?source=iraff		3dCarbon, Fender Vents, 3DC691109, Fender Vents, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691109_is			in stock	131.75 USD	3dCarbon	691109	white	urethane	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Stock Ship		With Factory Fenders.	2004	2011	Branded				Fender Vents	direct fit	3DC691109		No	99 USD	 3dCarbon Fender Vents-white, Urethane	3D CARBON FENDER VENTS, URETHANE, SET OF 2 -- Includes a cutting template; With powdercoated black mesh grille; Made of flexible, high pressure injected urethane; Requires cutting, prepping, priming, and painting prior to installation.	cp69FeVe3d	Accessory	Fender Flares, Vents & Accessories	0.00	81.38	9.21	8.41	3dCarbon 691109 Fender Vents - White, Urethane, Direct fit
3dCarbon+3DC691110	Buy Your 3dcarbon Valance Plastic Textured, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691110	3dCarbon 691110 car 3dCarbon. Valance. New direct fit plastic textured, custom look, may require minor modifications with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2005 > 3DC691110	Vehicles & Parts > Vehicle Parts & Accessories	http://www.carparts.com/details/3dCarbon/Valance/3DC691110.html	http://www.carparts.com/details/3dCarbon/Valance/3DC691110.html?source=iraff		3dCarbon, Valance, 3DC691110, Valance, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691110_is			in stock	261.80 USD	3dCarbon	691110	textured	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Stock Ship			2004	2005	Branded				Valance	direct fit	3DC691110		No	196.08 USD	 3dCarbon Valance-textured, Plastic	custom look, may require minor modifications	cp69Va3d	Accessory	Bumpers & Components	12.99	161.70	15.72	18.66	3dCarbon Valance - 691110 - Performance
3dCarbon+3DC691119	Buy Your 3dcarbon Fender Vents Plastic Primed, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691119	3dCarbon 691119 car 3dCarbon. Fender Vents. New direct fit plastic mesh, primed, 3D CARBON FENDER VENTS.Includes a cutting template.With powdercoated black mesh grille.Made of flexible, high pressure injected urethane.Requires cutting, prepping, priming, and painting prior to installation.Attaches to the fender with OE approved 3M Double Face Tape.3dCarbon's fender vents bring an exciting new style that embodies elegance and luxury. These fender vents promise unsurpassed quality, bold styling, and tight fit that would assure you of that one-of-a-kind look for your vehicle. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691119	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior	http://www.carparts.com/details/3dCarbon/Fender_Vents/3DC691119.html	http://www.carparts.com/details/3dCarbon/Fender_Vents/3DC691119.html?source=iraff		3dCarbon, Fender Vents, 3DC691119, Fender Vents, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691119_is			in stock	164.90 USD	3dCarbon	691119	primed	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2004	2008	Branded	mesh			Fender Vents	direct fit	3DC691119		No	121.13 USD	 3dCarbon Front Fender Vents-primed, Plastic, Mesh	3D CARBON FENDER VENTSIncludes a cutting templateWith powdercoated black mesh grilleMade of flexible, high pressure injected urethaneRequires cutting, prepping, priming, and painting prior to installationAttaches to the fender with OE approved 3M Double Face Tape3dCarbon's fender vents bring an exciting new style that embodies elegance and luxury. These fender vents promise unsurpassed quality, bold styling, and tight fit that would assure you of that one-of-a-kind look for your vehicle.	cp69FeVe3d	Accessory	Fender Flares, Vents & Accessories	0.00	101.85	10.87	8.41	3dCarbon 691119 Fender Vents - Primed, Plastic, Mesh, Direct fit
3dCarbon+3DC691523	Buy Your 3dcarbon Valance Plastic Textured, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691523	3dCarbon 691523 car 3dCarbon. Valance. New direct fit plastic textured, custom look, may require minor modifications with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691523	Vehicles & Parts > Vehicle Parts & Accessories	http://www.carparts.com/details/3dCarbon/Valance/3DC691523.html	http://www.carparts.com/details/3dCarbon/Valance/3DC691523.html?source=iraff		3dCarbon, Valance, 3DC691523, Valance, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691523_is			in stock	221.65 USD	3dCarbon	691523	textured	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Medium	Stock Ship			2006	2008	Branded				Valance	direct fit	3DC691523		No	169.27 USD	 3dCarbon Front Valance-textured, Plastic	custom look, may require minor modifications	cp69Va3d	Accessory	Bumpers & Components	12.99	136.90	13.71	18.66	3dCarbon Valance - 691523 - Front, Performance
3dCarbon+3DC691111	Buy Your 3dcarbon Side Skirts Plastic Unpainted, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691111	3dCarbon 691111 car 3dCarbon. Side Skirts. New direct fit plastic unpainted, 3DCARBON SIDE SKIRT.Made of flexible, high-pressure injected polyurethane.Gives an extra aggressive look for your vehicle.No-drill installation using 3M double face tape.Requires prepping, priming, and painting prior to installation.Whether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2005 > 3DC691111	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Side Marker Lights	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691111.html	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691111.html?source=iraff		3dCarbon, Side Skirts, 3DC691111, Side Skirts, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691111_is			in stock	183.60 USD	3dCarbon	691111	unpainted	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2004	2005	Branded				Side Skirts	direct fit	3DC691111		No	139.54 USD	 3dCarbon Driver Side Side Skirts-unpainted, Plastic	3DCARBON SIDE SKIRTMade of flexible, high-pressure injected polyurethaneGives an extra aggressive look for your vehicleNo-drill installation using 3M double face tapeRequires prepping, priming, and painting prior to installationWhether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products.	cp69SiSk3d	Accessory	Auto Body Styling & Accessories	12.99	113.40	11.80	14.34	3dCarbon 691111 Side Skirts - Unpainted, Plastic, Direct fit
3dCarbon+3DC691114	Buy Your 3dcarbon Side Skirts Plastic Unpainted, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691114	3dCarbon 691114 car 3dCarbon. Side Skirts. New direct fit plastic unpainted, 3DCARBON SIDE SKIRT.Made of flexible, high-pressure injected polyurethane.Gives an extra aggressive look for your vehicle.No-drill installation using 3M double face tape.Requires prepping, priming, and painting prior to installation.Whether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2005 > 3DC691114	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Side Marker Lights	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691114.html	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691114.html?source=iraff		3dCarbon, Side Skirts, 3DC691114, Side Skirts, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691114_is			in stock	183.60 USD	3dCarbon	691114	unpainted	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2004	2005	Branded				Side Skirts	direct fit	3DC691114		No	139.54 USD	 3dCarbon Passenger Side Side Skirts-unpainted, Plastic	3DCARBON SIDE SKIRTMade of flexible, high-pressure injected polyurethaneGives an extra aggressive look for your vehicleNo-drill installation using 3M double face tapeRequires prepping, priming, and painting prior to installationWhether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products.	cp69SiSk3d	Accessory	Auto Body Styling & Accessories	12.99	113.40	11.80	14.34	3dCarbon 691114 Side Skirts - Unpainted, Plastic, Direct fit
3dCarbon+3DC691534	Buy Your 3dcarbon Side Skirts Plastic Unpainted, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691534	3dCarbon 691534 car 3dCarbon. Side Skirts. New direct fit plastic unpainted, 3DCARBON FOOSE SPECIAL EDITION SIDE SKIRT.Made of flexible, high-pressure injected polyurethane.Gives an extra aggressive look for your vehicle.No-drill installation using 3M double face tape.Requires prepping, priming, and painting prior to installation.Whether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691534	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Side Marker Lights	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691534.html	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691534.html?source=iraff		3dCarbon, Side Skirts, 3DC691534, Side Skirts, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691534_is			in stock	194.62 USD	3dCarbon	691534	unpainted	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2006	2008	Branded				Side Skirts	direct fit	3DC691534		No	146.89 USD	 3dCarbon Passenger Side Side Skirts-unpainted, Plastic	3DCARBON FOOSE SPECIAL EDITION SIDE SKIRTMade of flexible, high-pressure injected polyurethaneGives an extra aggressive look for your vehicleNo-drill installation using 3M double face tapeRequires prepping, priming, and painting prior to installationWhether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products.	cp69SiSk3d	Accessory	Auto Body Styling & Accessories	12.99	120.20	12.35	14.34	3dCarbon 691534 Side Skirts - Unpainted, Plastic, Direct fit
3dCarbon+3DC691535	Buy Your 3dcarbon Side Skirts Plastic Unpainted, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691535	3dCarbon 691535 car 3dCarbon. Side Skirts. New direct fit plastic unpainted, 3DCARBON FOOSE SPECIAL EDITION SIDE SKIRT.Made of flexible, high-pressure injected polyurethane.Gives an extra aggressive look for your vehicle.No-drill installation using 3M double face tape.Requires prepping, priming, and painting prior to installation.Whether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691535	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Side Marker Lights	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691535.html	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691535.html?source=iraff		3dCarbon, Side Skirts, 3DC691535, Side Skirts, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691535_is			in stock	194.62 USD	3dCarbon	691535	unpainted	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2006	2008	Branded				Side Skirts	direct fit	3DC691535		No	146.89 USD	 3dCarbon Driver Side Side Skirts-unpainted, Plastic	3DCARBON FOOSE SPECIAL EDITION SIDE SKIRTMade of flexible, high-pressure injected polyurethaneGives an extra aggressive look for your vehicleNo-drill installation using 3M double face tapeRequires prepping, priming, and painting prior to installationWhether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products.	cp69SiSk3d	Accessory	Auto Body Styling & Accessories	12.99	120.20	12.35	14.34	3dCarbon 691535 Side Skirts - Unpainted, Plastic, Direct fit
3dCarbon+3DC691534C	Buy Your 3dcarbon Side Skirts Plastic Unpainted, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691534-C	3dCarbon 691534-C car 3dCarbon. Side Skirts. New direct fit plastic unpainted, 3DCARBON SIDE SKIRT.Made of flexible, high-pressure injected polyurethane.Gives an extra aggressive look for your vehicle.No-drill installation using 3M double face tape.Requires prepping, priming, and painting prior to installation.Whether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691534C	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Side Marker Lights	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691534C.html	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691534C.html?source=iraff		3dCarbon, Side Skirts, 3DC691534C, Side Skirts, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691534c_is			in stock	194.89 USD	3dCarbon	691534-C	unpainted	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2006	2008	Branded				Side Skirts	direct fit	3DC691534C		No	147.08 USD	 3dCarbon Passenger Side Side Skirts-unpainted, Plastic	3DCARBON SIDE SKIRTMade of flexible, high-pressure injected polyurethaneGives an extra aggressive look for your vehicleNo-drill installation using 3M double face tapeRequires prepping, priming, and painting prior to installationWhether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products.	cp69SiSk3d	Accessory	Auto Body Styling & Accessories	12.99	120.37	12.37	14.34	3dCarbon 691534-C Side Skirts - Unpainted, Plastic, Direct fit
3dCarbon+3DC691535C	Buy Your 3dcarbon Side Skirts Plastic Unpainted, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691535-C	3dCarbon 691535-C car 3dCarbon. Side Skirts. New direct fit plastic unpainted, 3DCARBON SIDE SKIRT.Made of flexible, high-pressure injected polyurethane.Gives an extra aggressive look for your vehicle.No-drill installation using 3M double face tape.Requires prepping, priming, and painting prior to installation.Whether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691535C	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Side Marker Lights	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691535C.html	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691535C.html?source=iraff		3dCarbon, Side Skirts, 3DC691535C, Side Skirts, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691535c_is			in stock	194.89 USD	3dCarbon	691535-C	unpainted	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2006	2008	Branded				Side Skirts	direct fit	3DC691535C		No	147.08 USD	 3dCarbon Driver Side Side Skirts-unpainted, Plastic	3DCARBON SIDE SKIRTMade of flexible, high-pressure injected polyurethaneGives an extra aggressive look for your vehicleNo-drill installation using 3M double face tapeRequires prepping, priming, and painting prior to installationWhether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products.	cp69SiSk3d	Accessory	Auto Body Styling & Accessories	12.99	120.37	12.37	14.34	3dCarbon 691535-C Side Skirts - Unpainted, Plastic, Direct fit
3dCarbon+3DC691118	Buy Your 3dcarbon Body Kit Plastic, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691118	3dCarbon 691118 car 3dCarbon. Body Kit. New direct fit plastic 3D CARBON F150 SERIES STYLE KIT.Made of flexible, high pressure injected polyurethane.Requires prepping, priming, and painting prior to installation.Includes front air dam, right and left side skirts, and rear lower air dam.Features a bold, aggressive styling that is sure to make a statement wherever you go. 3dCarbon also offers a full line of front and rear fender vents for the F-150. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2005 > 3DC691118	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Body Kits	http://www.carparts.com/details/3dCarbon/Body_Kit/3DC691118.html	http://www.carparts.com/details/3dCarbon/Body_Kit/3DC691118.html?source=iraff		3dCarbon, Body Kit, 3DC691118, Body Kit, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691118_is			in stock	1045.50 USD	3dCarbon	691118		plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2004	2005	Branded				Body Kit	direct fit	3DC691118		No	728.75 USD	 3dCarbon Body Kit-plastic	3D CARBON F150 SERIES STYLE KITMade of flexible, high pressure injected polyurethaneRequires prepping, priming, and painting prior to installationIncludes front air dam, right and left side skirts, and rear lower air damFeatures a bold, aggressive styling that is sure to make a statement wherever you go. 3dCarbon also offers a full line of front and rear fender vents for the F-150.	cp69BoKi3d	Accessory	Auto Body Styling & Accessories	65.00	645.75	54.96	28.04	3dCarbon 691118 Body Kit - Plastic, Direct fit
3dCarbon+3DC691531	Buy Your 3dcarbon Body Kit Plastic, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691531	3dCarbon 691531 car 3dCarbon. Body Kit. New direct fit plastic 3D CARBON 3DC DUAL EXHAUST SERIES STYLE KIT.Made of flexible, high pressure injected polyurethane.Requires prepping, priming, and painting prior to installation.Includes front air dam, right and left side skirts, and rear lower skirt.Introducing the 3dCarbon Dual Exhaust Styling Kit that fits the 2006-2008 Super Cab Model without the factory fender flares. Customize your truck for a bolder and more aggressive look. Additional cat back dual exhaust system is also available. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691531	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Body Kits	http://www.carparts.com/details/3dCarbon/Body_Kit/3DC691531.html	http://www.carparts.com/details/3dCarbon/Body_Kit/3DC691531.html?source=iraff		3dCarbon, Body Kit, 3DC691531, Body Kit, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691531_is			in stock	885.68 USD	3dCarbon	691531		plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2006	2008	Branded				Body Kit	direct fit	3DC691531		No	622.04 USD	 3dCarbon Body Kit-plastic	3D CARBON 3DC DUAL EXHAUST SERIES STYLE KITMade of flexible, high pressure injected polyurethaneRequires prepping, priming, and painting prior to installationIncludes front air dam, right and left side skirts, and rear lower skirtIntroducing the 3dCarbon Dual Exhaust Styling Kit that fits the 2006-2008 Super Cab Model without the factory fender flares. Customize your truck for a bolder and more aggressive look. Additional cat back dual exhaust system is also available.	cp69BoKi3d	Accessory	Auto Body Styling & Accessories	65.00	547.04	46.96	28.04	3dCarbon 691531 Body Kit - Plastic, Direct fit
3dCarbon+3DC691541	Buy Your 3dcarbon Body Kit Plastic, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691541	3dCarbon 691541 car 3dCarbon. Body Kit. New direct fit plastic 3D CARBON 3DC SERIES STYLE KIT.Made of flexible, high pressure injected polyurethane.Requires prepping, priming, and painting prior to installation.Includes front air dam, right and left side skirts, and rear lower skirt.Visually lowers the truck and transforms the F-150 into a true street cruiser without having to alter the chassis. Available pre-painted in all factory colors. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691541	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Body Kits	http://www.carparts.com/details/3dCarbon/Body_Kit/3DC691541.html	http://www.carparts.com/details/3dCarbon/Body_Kit/3DC691541.html?source=iraff		3dCarbon, Body Kit, 3DC691541, Body Kit, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691541_is			in stock	885.68 USD	3dCarbon	691541		plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2006	2008	Branded				Body Kit	direct fit	3DC691541		No	622.04 USD	 3dCarbon Body Kit-plastic	3D CARBON 3DC SERIES STYLE KITMade of flexible, high pressure injected polyurethaneRequires prepping, priming, and painting prior to installationIncludes front air dam, right and left side skirts, and rear lower skirtVisually lowers the truck and transforms the F-150 into a true street cruiser without having to alter the chassis. Available pre-painted in all factory colors.	cp69BoKi3d	Accessory	Auto Body Styling & Accessories	65.00	547.04	46.96	28.04	3dCarbon 691541 Body Kit - Plastic, Direct fit
3dCarbon+3DC691536	Buy Your 3dcarbon Side Skirts Plastic Unpainted, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691536	3dCarbon 691536 car 3dCarbon. Side Skirts. New direct fit plastic unpainted, 3DCARBON FOOSE SPECIAL EDITION BED SKIRT.Made of flexible, high-pressure injected polyurethane.Gives an extra aggressive look for your vehicle.No-drill installation using 3M double face tape and screws in the wheel wells.Requires prepping, priming, and painting prior to installation.Whether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691536	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Side Marker Lights	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691536.html	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691536.html?source=iraff		3dCarbon, Side Skirts, 3DC691536, Side Skirts, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691536_is			in stock	78.39 USD	3dCarbon	691536	unpainted	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2006	2008	Branded				Side Skirts	direct fit	3DC691536		No	69.29 USD	 3dCarbon Front, Passenger Side Side Skirts-unpainted, Plastic	3DCARBON FOOSE SPECIAL EDITION BED SKIRTMade of flexible, high-pressure injected polyurethaneGives an extra aggressive look for your vehicleNo-drill installation using 3M double face tape and screws in the wheel wellsRequires prepping, priming, and painting prior to installationWhether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products.	cp69SiSk3d	Accessory	Auto Body Styling & Accessories	12.99	48.42	6.53	14.34	3dCarbon 691536 Side Skirts - Unpainted, Plastic, Direct fit
3dCarbon+3DC691537	Buy Your 3dcarbon Side Skirts Plastic Unpainted, 3-year Or 36,000 Mile 3dcarbon Limited Warranty 691537	3dCarbon 691537 car 3dCarbon. Side Skirts. New direct fit plastic unpainted, 3DCARBON FOOSE SPECIAL EDITION BED SKIRT.Made of flexible, high-pressure injected polyurethane.Gives an extra aggressive look for your vehicle.No-drill installation using 3M double face tape and screws in the wheel wells.Requires prepping, priming, and painting prior to installation.Whether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products. with 3-year or 36,000 mile 3dcarbon limited warranty	Ford > F-150 > 2008 > 3DC691537	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Side Marker Lights	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691537.html	http://www.carparts.com/details/3dCarbon/Side_Skirts/3DC691537.html?source=iraff		3dCarbon, Side Skirts, 3DC691537, Side Skirts, 3dCarbon	http://imgs.cpsimg.com/is/image/Autos/3dc691537_is			in stock	78.39 USD	3dCarbon	691537	unpainted	plastic	US::Ground:7.00 USD	0.00 lb	Y	N								Accessory								Unsold	Drop Ship			2006	2008	Branded				Side Skirts	direct fit	3DC691537		No	69.29 USD	 3dCarbon Front, Driver Side Side Skirts-unpainted, Plastic	3DCARBON FOOSE SPECIAL EDITION BED SKIRTMade of flexible, high-pressure injected polyurethaneGives an extra aggressive look for your vehicleNo-drill installation using 3M double face tape and screws in the wheel wellsRequires prepping, priming, and painting prior to installationWhether sedans, trucks, sport compacts or domestic muscle cars, 3dCarbon has created everything from body styling kits and accessories. These highly artistic creations have taken cosmetic customization to a whole new level. Durability, unmatched design, and elite materials best describe 3dCarbon products.	cp69SiSk3d	Accessory	Auto Body Styling & Accessories	12.99	48.42	6.53	14.34	3dCarbon 691537 Side Skirts - Unpainted, Plastic, Direct fit
